,area_metro_quadrado_int,quartos_int,banheiros_int,vagas_int,preco_anuncio_float
5384,350,2,1,2,690000.0
5385,248,3,5,6,2500000.0
5386,125,2,2,2,585000.0
5387,650,5,6,8,17500000.0
5388,140,2,3,4,1700000.0
5389,168,4,2,4,1600000.0
5390,315,4,2,7,2000000.0
5391,400,3,6,2,3800000.0
5392,220,3,5,5,750000.0
5394,150,2,2,2,1500000.0
5395,442,3,6,4,3400000.0
5396,112,3,2,2,765000.0
5397,200,4,1,2,1590000.0
5399,250,4,3,3,2300000.0
5400,400,4,6,4,4000000.0
5401,62,2,2,1,339900.0
5402,75,2,1,1,545000.0
5403,198,4,3,1,1600000.0
5404,300,3,3,6,1650000.0
5406,150,3,2,3,2100000.0
5407,380,4,1,5,1650000.0
5408,240,3,3,3,1009900.0
5409,250,3,3,6,1300000.0
5410,400,3,3,6,2395000.0
5411,350,3,5,4,1690000.0
5412,420,3,3,4,2800000.0
5413,250,4,4,2,1720000.0
5414,184,4,6,3,1280000.0
5415,123,3,5,3,636000.0
5416,88,2,3,2,400000.0
5417,648,3,4,7,11000000.0
5418,580,3,8,6,2495000.0
5419,210,3,2,3,550000.0
5420,560,4,8,10,8000000.0
5421,550,4,4,4,2900000.0
5422,190,3,5,3,2340000.0
5423,400,3,4,3,2280000.0
5424,200,3,2,3,1190000.0
5425,300,3,4,4,1100000.0
5426,471,3,6,3,2800000.0
5427,120,2,2,2,490000.0
5428,600,3,5,4,2800000.0
5429,250,3,4,3,1250000.0
5430,500,4,7,7,5800000.0
5432,95,2,1,2,590000.0
5433,520,4,3,4,16000000.0
5434,210,4,4,2,730000.0
5435,650,5,4,6,3200000.0
5436,350,3,3,5,630000.0
5437,350,3,6,2,2250000.0
5438,37,1,1,1,259692.0
5439,933,4,8,8,8100000.0
5441,120,2,4,1,1250010.0
5442,166,3,4,2,985000.0
5443,134,2,3,2,1544000.0
5444,326,3,4,4,2050000.0
5445,150,3,2,2,1100000.0
5446,720,4,4,6,2350000.0
5447,155,3,5,4,1290000.0
5448,200,8,3,1,2600000.0
5449,400,2,6,5,2500000.0
5450,100,2,1,2,398000.0
5451,114,3,1,2,450000.0
5452,320,3,5,2,1729000.0
5453,133,3,5,2,1200000.0
5454,125,2,2,2,580000.0
5455,320,3,5,2,1740000.0
5456,870,4,6,4,6900000.0
5457,250,4,4,4,600000.0
5459,139,4,3,4,800000.0
5461,1000,5,6,7,8000000.0
5462,500,4,10,50,3700000.0
5463,147,3,3,2,1300000.0
5464,250,6,4,2,1940000.0
5465,240,1,3,3,6000000.0
5466,170,3,5,2,1290000.0
5467,103,3,2,2,390000.0
5468,540,4,4,6,2950000.0
5469,200,3,5,3,2500000.0
5470,440,4,4,6,1980000.0
5471,359,4,5,4,3400000.0
5472,1100,5,6,8,30000000.0
5473,320,3,3,2,1290000.0
5474,169,3,4,4,970000.0
5476,85,3,1,1,650000.0
5477,122,3,3,2,809000.0
5478,261,3,2,2,5750000.0
5479,120,3,3,2,958000.0
5480,300,3,3,2,3650000.0
5481,490,4,3,5,4500000.0
5482,300,3,4,3,7000000.0
5483,266,4,5,5,2600000.0
5484,272,2,4,6,1350000.0
5485,300,4,5,3,1400000.0
5486,330,3,5,5,5200000.0
5487,120,2,1,2,470000.0
5488,530,3,4,6,1300000.0
5489,235,4,1,3,800000.0
5490,750,3,5,6,4800000.0
5491,375,3,3,4,3600000.0
5492,177,2,3,5,950000.0
5493,440,3,6,6,4500000.0
5494,230,3,4,4,990000.0
5495,148,3,4,2,1200000.0
5496,445,5,4,5,3500000.0
5497,70,2,2,2,355000.0
5498,431,4,7,6,4000000.0
5499,600,4,7,6,3700000.0
5500,150,3,2,4,1600000.0
5502,260,3,1,8,1600000.0
5503,392,4,5,4,4280000.0
5504,140,2,3,1,1915000.0
5505,140,3,3,3,700000.0
5506,549,3,3,7,5900000.0
5507,335,4,2,3,750000.0
5508,400,3,4,6,2210000.0
5509,476,3,3,2,1500000.0
5510,850,5,4,6,5000000.0
5511,85,2,1,4,550000.0
5512,200,3,3,2,1500000.0
5513,539,4,6,4,5500000.0
5514,1100,10,8,10,3500000.0
5515,266,4,4,3,1600000.0
5516,140,4,2,1,1300000.0
5517,640,4,6,4,6850000.0
5518,292,3,3,2,1600000.0
5519,360,4,6,4,7500000.0
5520,455,3,4,5,2600000.0
5521,154,3,3,2,958000.0
5522,170,3,2,5,650000.0
5523,430,6,3,3,1800000.0
5525,850,4,5,6,7500000.0
5526,600,4,6,12,2700000.0
5527,300,3,1,6,1450000.0
5528,388,3,5,8,4900000.0
5529,180,3,3,2,850000.0
5531,329,4,2,5,1500000.0
5532,318,3,2,7,1696000.0
5533,130,3,5,3,584998.0
5534,300,2,3,6,1645000.0
5535,110,2,2,1,850000.0
5536,125,3,2,1,585000.0
5537,400,4,6,5,3500000.0
5539,350,3,5,3,980000.0
5540,100,4,2,3,650000.0
5541,240,6,5,1,500000.0
5542,130,3,2,2,750000.0
5543,300,3,1,5,800000.0
5546,240,4,4,6,2950000.0
5547,130,2,2,3,470000.0
5548,177,3,5,2,1500000.0
5549,1000,5,7,6,16500000.0
5550,140,2,2,2,480000.0
5551,160,3,2,4,462770.0
5552,248,3,4,2,2350000.0
5553,210,3,3,6,1300000.0
5554,300,4,4,3,990000.0
5555,480,4,5,4,5500000.0
5556,294,2,1,4,1914000.0
5558,401,4,5,5,1850000.0
5559,90,4,3,3,600000.0
5560,200,3,2,3,1050000.0
5561,447,4,5,4,4000000.0
5562,345,5,4,3,2550000.0
5563,80,2,1,5,300000.0
5564,167,2,2,1,780000.0
5565,270,4,6,5,1950000.0
5566,312,3,2,2,760000.0
5568,285,4,5,6,1450000.0
5569,600,4,7,6,3700000.0
5570,150,3,2,4,1600000.0
5572,260,3,1,8,1600000.0
5573,392,4,5,4,4280000.0
5574,140,2,3,1,1915000.0
5575,140,3,3,3,700000.0
5576,549,3,3,7,5900000.0
5577,335,4,2,3,750000.0
5578,400,3,4,6,2210000.0
5579,476,3,3,2,1500000.0
5580,850,5,4,6,5000000.0
5581,85,2,1,4,550000.0
5582,200,3,3,2,1500000.0
5583,539,4,6,4,5500000.0
5584,1100,10,8,10,3500000.0
5585,266,4,4,3,1600000.0
5586,140,4,2,1,1300000.0
5587,640,4,6,4,6850000.0
5588,292,3,3,2,1600000.0
5589,360,4,6,4,7500000.0
5590,455,3,4,5,2600000.0
5591,154,3,3,2,958000.0
5592,170,3,2,5,650000.0
5593,430,6,3,3,1800000.0
5595,850,4,5,6,7500000.0
5596,600,4,6,12,2700000.0
5597,300,3,1,6,1450000.0
5598,388,3,5,8,4900000.0
5599,180,3,3,2,850000.0
5601,329,4,2,5,1500000.0
5602,318,3,2,7,1696000.0
5603,96,3,2,2,690000.0
5604,230,5,4,4,1150000.0
5605,454,3,5,3,3300000.0
5606,174,3,3,4,900000.0
5607,551,4,8,6,5000000.0
5608,170,3,4,4,1050000.0
5609,550,4,5,4,3500000.0
5610,150,2,3,2,1020000.0
5611,250,4,5,4,4900000.0
5612,815,4,8,4,25000000.0
5613,378,10,8,8,950000.0
5614,388,3,6,5,4890000.0
5615,315,4,5,5,1700000.0
5616,223,4,3,3,1900010.0
5617,234,3,1,2,1500000.0
5618,90,3,2,1,600000.0
5619,124,3,2,2,600000.0
5620,190,3,3,4,1500000.0
5621,370,3,3,6,930000.0
5623,174,3,2,2,750000.0
5624,534,4,2,4,5500000.0
5625,350,3,1,3,2500000.0
5626,840,4,7,8,5900000.0
5627,350,3,3,8,1200000.0
5628,457,5,6,3,6500000.0
5629,90,3,1,2,1100000.0
5630,290,2,3,5,1700000.0
5631,300,4,5,6,2450000.0
5632,92,3,2,2,600000.0
5633,150,3,2,4,685000.0
5634,120,3,1,1,800000.0
5635,215,3,2,10,3300000.0
5636,65,2,1,3,480000.0
5637,490,5,5,10,2400000.0
5638,260,3,5,6,1600000.0
5639,422,3,5,6,1300000.0
5640,237,3,4,4,1400000.0
5641,273,3,5,3,2500000.0
5642,496,4,1,4,3000000.0
5643,567,5,9,4,3490000.0
5644,184,3,4,4,1700000.0
5645,456,4,8,3,2590000.0
5646,952,3,7,10,27000000.0
5647,240,4,4,3,1999900.0
5648,1000,5,7,4,6500000.0
5649,180,4,5,6,1360000.0
5650,220,3,2,4,500000.0
5651,360,3,7,6,5500000.0
5652,550,3,7,6,3600000.0
5653,170,3,3,3,1900000.0
5654,180,5,3,5,1600000.0
5655,160,3,1,1,1590000.0
5657,174,4,4,2,1219000.0
5659,763,4,5,5,5400000.0
5660,120,2,2,2,650000.0
5661,169,3,4,2,1250000.0
5663,260,3,3,3,1500000.0
5664,20,3,2,2,800000.0
5665,125,3,4,2,695000.0
5666,189,4,5,3,799000.0
5668,260,3,3,3,720000.0
5669,217,4,5,4,1800000.0
5670,266,4,5,2,1500000.0
5671,312,3,4,5,3150000.0
5672,450,4,4,4,4000000.0
5673,151,2,2,3,1500000.0
5674,300,3,5,2,1399900.0
5676,180,4,5,3,1200000.0
5677,130,3,2,2,750000.0
5678,300,3,1,5,800000.0
5681,240,4,4,6,2950000.0
5682,130,2,2,3,470000.0
5683,177,3,5,2,1500000.0
5684,1000,5,7,6,16500000.0
5685,140,2,2,2,480000.0
5686,160,3,2,4,462770.0
5687,248,3,4,2,2350000.0
5688,210,3,3,6,1300000.0
5689,300,4,4,3,990000.0
5690,480,4,5,4,5500000.0
5691,294,2,1,4,1914000.0
5693,401,4,5,5,1850000.0
5694,90,4,3,3,600000.0
5695,200,3,2,3,1050000.0
5696,447,4,5,4,4000000.0
5697,345,5,4,3,2550000.0
5698,80,2,1,5,300000.0
5699,167,2,2,1,780000.0
5700,270,4,6,5,1950000.0
5701,312,3,2,2,760000.0
5703,285,4,5,6,1450000.0
5704,140,3,3,2,1090000.0
5705,460,3,4,2,772000.0
5706,120,2,1,2,350000.0
5707,350,3,4,2,1800000.0
5708,320,3,5,3,2200000.0
5709,320,4,7,3,3200000.0
5711,520,3,2,2,450000.0
5712,90,2,1,6,500000.0
5713,120,3,4,4,900000.0
5714,400,3,3,4,2100000.0
5715,300,4,2,4,4800000.0
5716,141,3,4,2,1570000.0
5717,365,4,5,5,2800000.0
5718,144,3,1,2,850000.0
5719,450,4,2,3,3500000.0
5720,180,4,2,3,724000.0
5721,600,4,2,10,12000000.0
5722,330,3,4,2,1800000.0
5723,220,3,4,3,1200000.0
5724,140,2,1,3,850000.0
5725,200,3,5,3,1200000.0
5726,723,3,4,4,15000000.0
5727,1817,5,8,6,12000000.0
5728,750,4,5,4,3100000.0
5729,133,6,2,1,1390000.0
5730,490,5,5,10,2400000.0
5732,143,3,3,1,1200000.0
5733,714,5,7,4,3400000.0
5734,180,5,2,4,991000.0
5736,100,5,3,5,1200000.0
5737,174,4,4,2,1219000.0
5738,496,4,6,6,4100000.0
5739,112,3,2,1,719000.0
5740,320,3,5,4,1900000.0
5741,1045,2,1,1,10000000.0
5742,907,4,7,8,5800000.0
5743,392,4,6,4,4280000.0
5744,350,3,2,5,1272000.0
5745,338,5,6,4,3100000.0
5747,184,4,6,3,1280000.0
5748,180,3,2,2,990000.0
5749,56,2,1,2,510000.0
5750,519,4,4,3,2490000.0
5751,82,1,1,4,410000.0
5752,627,4,5,10,3700000.0
5753,300,4,3,3,2000000.0
5755,750,6,6,7,8500000.0
5756,277,4,5,3,1650000.0
5757,400,3,3,4,2200000.0
5758,800,5,6,2,2200000.0
5759,190,3,2,2,691000.0
5760,198,3,3,2,1400000.0
5762,120,3,2,1,670000.0
5763,142,3,3,2,2200000.0
5764,215,3,5,2,1500000.0
5765,800,4,5,6,4100000.0
5766,130,3,3,2,530000.0
5767,240,3,1,4,1383000.0
5768,165,2,4,2,750000.0
5770,320,3,5,2,1729000.0
5771,837,4,9,10,7700000.0
5772,193,3,3,3,1300000.0
5773,278,4,4,4,980000.0
5774,120,3,2,1,1350000.0
5775,180,3,4,2,1050000.0
5776,135,4,4,2,600000.0
5777,290,5,6,3,5000000.0
5778,600,3,4,5,1900000.0
5779,140,3,3,2,680000.0
5780,480,4,5,4,15000000.0
5781,300,1,3,2,1300000.0
5782,960,5,1,6,3900000.0
5783,280,3,3,5,1800000.0
5785,584,4,5,4,3150000.0
5786,430,3,4,3,2500000.0
5788,174,4,4,2,1100000.0
5789,240,3,3,1,1200000.0
5790,252,3,3,7,1520000.0
5791,150,3,3,2,853100.0
5792,332,3,4,5,850000.0
5793,155,3,2,2,355000.0
5794,407,4,6,6,2000000.0
5795,124,2,2,2,447000.0
5796,100,2,3,1,1100000.0
5797,320,3,5,3,3500000.0
5798,143,3,5,2,1200000.0
5799,490,5,4,10,2400010.0
5800,273,5,5,3,1099950.0
5801,382,3,2,3,7500000.0
5802,100,2,1,2,600000.0
5804,180,2,3,1,880000.0
5805,400,4,4,6,1920000.0
5806,1000,5,5,4,3350000.0
5807,160,3,1,5,900000.0
5808,115,3,2,1,640000.0
5809,152,5,5,4,840000.0
5810,486,3,4,2,3200000.0
5811,300,4,4,2,1200000.0
5812,76,2,1,1,252900.0
5813,700,5,7,15,2600000.0
5814,110,3,3,2,750000.0
5815,980,5,8,6,3200000.0
5816,405,2,4,2,1700000.0
5817,815,6,6,4,4900000.0
5818,180,3,3,3,560000.0
5819,280,3,3,3,850000.0
5820,220,3,5,4,1590000.0
5821,520,5,5,15,7000000.0
5822,330,3,5,4,1420000.0
5823,687,5,7,6,10000000.0
5824,300,3,3,4,1600000.0
5826,270,4,6,4,1280000.0
5827,80,2,2,2,470000.0
5828,303,3,5,5,5500000.0
5829,160,3,4,2,1000000.0
5830,125,2,3,1,580000.0
5831,136,2,1,1,480000.0
5832,346,4,3,2,2400000.0
5835,260,3,4,6,1300000.0
5836,172,3,3,3,850000.0
5837,760,3,2,3,12160000.0
5838,693,4,5,6,16000000.0
5840,120,4,2,1,500000.0
5841,145,11,1,2,550000.0
5842,144,3,1,4,460000.0
5843,173,4,2,2,1200000.0
5844,400,4,6,4,2850000.0
5845,180,3,4,3,1796000.0
5846,304,4,5,5,2800000.0
5847,180,3,4,4,1200000.0
5848,117,2,1,2,480000.0
5849,190,2,3,3,3500000.0
5850,483,3,5,3,5990000.0
5852,300,3,2,3,3600000.0
5853,530,3,5,12,1750000.0
5854,195,3,4,2,1800000.0
5855,200,3,4,5,1277000.0
5856,240,4,1,2,1780000.0
5857,180,4,2,2,750000.0
5858,533,4,5,6,2200000.0
5859,120,4,3,4,2600000.0
5860,480,3,3,4,3800000.0
5861,66,3,2,2,450000.0
5862,153,4,3,4,2100000.0
5864,320,4,6,10,2200000.0
5865,150,3,4,3,700000.0
5866,152,5,5,4,839000.0
5867,520,4,3,8,1700000.0
5868,484,5,6,6,6700000.0
5869,250,5,4,2,559000.0
5870,100,2,1,2,600000.0
5871,294,5,2,5,2200000.0
5872,540,3,5,3,7699000.0
5873,545,4,6,4,8500000.0
5874,300,3,4,4,958000.0
5875,160,3,4,4,1500000.0
5876,167,2,3,1,693000.0
5877,200,3,5,4,1250000.0
5878,290,3,4,2,640000.0
5879,300,4,5,4,3300000.0
5880,380,3,6,4,1690000.0
5881,110,2,1,1,380000.0
5882,150,4,3,4,1600000.0
5883,321,4,2,3,980000.0
5884,140,3,3,2,1100000.0
5885,165,3,4,1,790000.0
5886,640,3,2,5,350000.0
5887,270,4,6,4,2120000.0
5888,170,3,3,2,947000.0
5889,200,2,2,2,980000.0
5890,1200,3,10,14,16000000.0
5891,132,3,3,4,830000.0
5892,129,3,2,5,850000.0
5893,280,3,3,3,850000.0
5894,220,3,5,4,1590000.0
5895,1100,2,2,2,5000000.0
5896,961,5,12,9,7000000.0
5897,250,3,1,8,1450000.0
5898,495,5,6,3,2765000.0
5899,100,2,2,1,750000.0
5900,135,3,2,2,675000.0
5901,188,3,2,2,1270000.0
5902,80,2,1,2,600000.0
5903,148,3,3,1,800000.0
5904,109,3,2,3,650000.0
5905,380,3,4,4,1600000.0
5906,180,4,4,3,1200000.0
5907,265,2,3,5,1601000.0
5908,420,3,5,6,6000000.0
5910,316,4,5,2,3500000.0
5912,100,1,2,1,700000.0
5913,640,5,8,6,6000000.0
5914,240,3,4,3,1880000.0
5915,182,4,3,4,850000.0
5916,381,3,4,3,4500000.0
5917,450,3,6,4,3400000.0
5918,250,3,5,6,1450000.0
5919,432,2,1,6,960000.0
5920,380,4,5,4,5000000.0
5921,115,3,3,3,500000.0
5922,280,4,3,4,1600000.0
5923,240,3,4,3,1130000.0
5924,412,4,6,6,2500000.0
5925,84,3,2,2,750000.0
5926,450,4,7,5,3500000.0
5927,140,4,2,1,382000.0
5928,640,4,7,4,2000000.0
5929,400,4,6,4,2850000.0
5930,180,3,4,3,1796000.0
5931,304,4,5,5,2800000.0
5932,180,3,4,4,1200000.0
5933,117,2,1,2,480000.0
5934,190,2,3,3,3500000.0
5935,483,3,5,3,5990000.0
5937,300,3,2,3,3600000.0
5938,530,3,5,12,1750000.0
5939,195,3,4,2,1800000.0
5940,200,3,4,5,1277000.0
5941,240,4,1,2,1780000.0
5943,95,2,2,3,470000.0
5944,584,4,5,4,3150000.0
5945,430,3,4,3,2500000.0
5947,174,4,4,2,1100000.0
5948,240,3,3,1,1200000.0
5949,252,3,3,7,1520000.0
5950,150,3,3,2,853100.0
5951,332,3,4,5,850000.0
5952,155,3,2,2,355000.0
5953,407,4,6,6,2000000.0
5954,124,2,2,2,447000.0
5955,100,2,3,1,1100000.0
5956,320,3,5,3,3500000.0
5957,143,3,5,2,1200000.0
5958,490,5,4,10,2400010.0
5959,273,5,5,3,1099950.0
5960,382,3,2,3,7500000.0
5961,100,2,1,2,600000.0
5963,180,2,3,1,880000.0
5964,400,4,4,6,1920000.0
5965,1000,5,5,4,3350000.0
5966,160,3,1,5,900000.0
5967,115,3,2,1,640000.0
5968,152,5,5,4,840000.0
5969,486,3,4,2,3200000.0
5970,300,4,4,2,1200000.0
5971,76,2,1,1,252900.0
5972,700,5,7,15,2600000.0
5973,110,3,3,2,750000.0
5974,980,5,8,6,3200000.0
5975,405,2,4,2,1700000.0
5976,815,6,6,4,4900000.0
5977,180,3,3,3,560000.0
5978,280,3,3,3,850000.0
5979,220,3,5,4,1590000.0
5980,1100,2,2,2,5000000.0
5981,961,5,12,9,7000000.0
5982,250,3,1,8,1450000.0
5983,495,5,6,3,2765000.0
5984,100,2,2,1,750000.0
5985,135,3,2,2,675000.0
5986,188,3,2,2,1270000.0
5987,80,2,1,2,600000.0
5988,148,3,3,1,800000.0
5989,109,3,2,3,650000.0
5990,380,3,4,4,1600000.0
5991,180,4,4,3,1200000.0
5992,265,2,3,5,1601000.0
5993,420,3,5,6,6000000.0
5995,316,4,5,2,3500000.0
5997,100,1,2,1,700000.0
5998,640,5,8,6,6000000.0
5999,240,3,4,3,1880000.0
6000,182,4,3,4,850000.0
6001,456,4,5,3,2350000.0
6002,180,3,3,3,870000.0
6003,138,2,2,2,850000.0
6004,353,3,4,6,2100000.0
6005,190,3,2,3,957010.0
6006,130,2,1,2,1200000.0
6007,280,4,4,4,600000.0
6008,500,4,5,3,9000000.0
6009,170,3,5,2,600000.0
6010,352,4,4,3,6340000.0
6012,300,3,2,6,2500000.0
6013,250,3,4,4,1300000.0
6014,340,3,1,5,1810000.0
6015,170,3,3,2,930000.0
6016,250,4,5,4,2200000.0
6017,171,3,5,5,1350000.0
6018,172,2,3,2,4400000.0
6019,453,3,1,5,780000.0
6021,85,2,2,2,370000.0
6023,125,3,4,2,600000.0
6024,429,4,5,4,1000000.0
6025,200,4,6,6,2900000.0
6026,111,3,2,2,1600000.0
6027,893,7,9,4,3920000.0
6028,90,3,3,2,900000.0
6029,270,3,3,3,1650000.0
6030,212,4,5,4,1900000.0
6031,130,3,2,2,750000.0
6032,308,3,5,6,3500000.0
6033,290,3,6,6,2700000.0
6034,450,3,5,5,1760000.0
6035,390,3,3,4,3300000.0
6036,150,4,3,4,1500000.0
6037,259,3,2,2,1568000.0
6038,220,4,4,4,1600000.0
6039,106,2,2,1,650000.0
6040,261,3,2,2,5750000.0
6042,139,3,2,5,2800000.0
6043,270,3,5,5,1150000.0
6044,198,4,3,5,6300000.0
6045,340,5,7,4,2500000.0
6046,230,4,4,2,1100000.0
6047,900,4,4,4,4000000.0
6048,100,2,1,3,350000.0
6049,650,4,7,7,11000000.0
6050,445,3,4,8,4000000.0
6051,331,3,3,4,850000.0
6052,120,2,2,2,650000.0
6053,143,3,3,3,1600000.0
6054,115,3,2,2,560000.0
6055,320,4,3,4,1380000.0
6056,89,2,1,1,525000.0
6057,144,2,3,2,800000.0
6058,178,2,3,2,750000.0
6059,210,3,5,2,1130000.0
6060,308,2,1,1,1100000.0
6061,120,2,1,2,450000.0
6062,120,3,2,1,699000.0
6063,1200,3,6,10,15000000.0
6064,369,4,5,3,2800000.0
6065,600,3,5,5,12250000.0
6066,100,1,2,1,692000.0
6067,300,3,3,4,3300000.0
6068,97,2,2,1,475000.0
6069,360,4,6,6,2345000.0
6070,425,5,8,4,5700000.0
6071,250,4,2,6,4500000.0
6072,215,3,1,3,1680000.0
6073,170,3,5,2,600000.0
6074,352,4,4,3,6340000.0
6076,300,3,2,6,2500000.0
6077,250,3,4,4,1300000.0
6078,340,3,1,5,1810000.0
6079,170,3,3,2,930000.0
6080,250,4,5,4,2200000.0
6081,171,3,5,5,1350000.0
6082,172,2,3,2,4400000.0
6083,453,3,1,5,780000.0
6085,85,2,2,2,370000.0
6087,125,3,4,2,600000.0
6088,384,4,3,5,2014000.0
6089,429,4,5,4,1000000.0
6090,200,4,6,6,2900000.0
6091,111,3,2,2,1600000.0
6092,893,7,9,4,3920000.0
6093,90,3,3,2,900000.0
6094,270,3,3,3,1650000.0
6095,212,4,5,4,1900000.0
6096,130,3,2,2,750000.0
6097,308,3,5,6,3500000.0
6098,290,3,6,6,2700000.0
6099,450,3,5,5,1760000.0
6100,390,3,3,4,3300000.0
6101,150,4,3,4,1500000.0
6102,80,2,1,1,430000.0
6103,181,3,6,4,1060000.0
6104,450,5,8,5,5500000.0
6105,262,6,8,4,1295000.0
6106,242,3,4,1,770000.0
6108,165,3,3,2,846000.0
6109,280,3,1,4,2800000.0
6110,257,3,4,6,1100000.0
6112,330,5,4,4,1703000.0
6113,250,3,5,3,2100000.0
6114,100,2,2,3,330000.0
6115,280,4,4,6,1200000.0
6116,360,4,5,3,1280000.0
6117,572,6,8,4,2400000.0
6118,168,5,2,5,1272000.0
6119,450,3,5,3,2000000.0
6120,167,4,2,3,1590000.0
6121,400,3,5,6,1950000.0
6122,300,2,3,4,550000.0
6123,242,4,5,4,2790000.0
6124,160,3,3,5,1050000.0
6125,350,4,2,4,4000000.0
6126,420,4,8,10,9900000.0
6127,593,4,4,5,4900000.0
6128,155,3,2,3,770000.0
6129,374,3,2,1,1400000.0
6130,535,4,2,4,4800000.0
6131,495,4,5,2,2100000.0
6132,156,3,3,2,1000000.0
6133,660,4,4,6,4300000.0
6134,300,4,5,5,1300000.0
6135,208,3,4,1,1400000.0
6136,154,2,2,3,849000.0
6137,232,3,5,3,2000000.0
6138,418,4,5,6,2700000.0
6139,486,4,4,3,3190000.0
6140,492,3,7,5,4800000.0
6141,582,4,5,4,9500000.0
6142,266,4,5,2,1500000.0
6143,1816,4,10,20,55000000.0
6144,320,4,3,3,4200000.0
6145,600,3,5,5,12250000.0
6146,100,1,2,1,692000.0
6147,300,3,3,4,3300000.0
6148,97,2,2,1,475000.0
6149,360,4,6,6,2345000.0
6150,425,5,8,4,5700000.0
6151,250,4,2,6,4500000.0
6152,215,3,1,3,1680000.0
6153,310,3,5,3,2200000.0
6154,500,4,6,5,9500000.0
6155,200,4,1,10,1800000.0
6156,340,4,7,4,3180000.0
6157,680,4,6,4,4400000.0
6158,177,2,1,2,450000.0
6159,350,3,3,3,1850000.0
6160,260,3,4,2,2350000.0
6161,90,2,2,2,947000.0
6162,280,3,4,2,890000.0
6163,160,3,1,6,2400000.0
6165,107,1,1,1,188682.0
6166,250,3,1,10,2500000.0
6167,290,3,1,3,2500000.0
6168,550,3,4,6,3598010.0
6169,150,3,3,4,750000.0
6170,220,3,5,6,950000.0
6171,260,4,6,3,2300000.0
6172,320,3,1,6,1200000.0
6173,917,3,6,11,9500000.0
6174,200,2,3,4,830000.0
6175,700,4,6,3,11000000.0
6176,520,4,6,6,7500000.0
6177,200,3,5,2,1600000.0
6178,400,4,6,5,7000000.0
6179,750,5,8,9,7500000.0
6180,250,3,4,6,2000000.0
6181,130,3,5,3,584998.0
6182,300,2,3,6,1645000.0
6183,110,2,2,1,850000.0
6184,125,3,2,1,585000.0
6185,103,2,1,2,500000.0
6186,400,4,6,5,3500000.0
6188,380,9,4,4,3700000.0
6189,350,3,5,3,980000.0
6190,100,4,2,3,650000.0
6191,240,6,5,1,500000.0
6192,130,3,2,2,750000.0
6193,300,3,1,5,800000.0
6196,240,4,4,6,2950000.0
6197,130,2,2,3,470000.0
6198,177,3,5,2,1500000.0
6199,1000,5,7,6,16500000.0
6200,140,2,2,2,480000.0
6201,160,3,2,4,462770.0
6202,248,3,4,2,2350000.0
6203,210,3,3,6,1300000.0
6204,300,4,4,3,990000.0
6205,480,4,5,4,5500000.0
6206,294,2,1,4,1914000.0
6208,100,2,2,2,1200000.0
6209,401,4,5,5,1850000.0
6210,90,4,3,3,600000.0
6211,200,3,2,3,1050000.0
6212,447,4,5,4,4000000.0
6213,120,3,3,8,1250000.0
6214,345,5,4,3,2550000.0
6215,80,2,1,5,300000.0
6216,135,2,2,2,863010.0
6217,157,3,4,3,1350000.0
6218,180,4,2,3,724000.0
6219,600,4,2,10,12000000.0
6220,330,3,4,2,1800000.0
6221,220,3,4,3,1200000.0
6222,140,2,1,3,850000.0
6223,200,3,5,3,1200000.0
6224,723,3,4,4,15000000.0
6225,1817,5,8,6,12000000.0
6226,750,4,5,4,3100000.0
6227,133,6,2,1,1390000.0
6228,490,5,5,10,2400000.0
6230,143,3,3,1,1200000.0
6231,714,5,7,4,3400000.0
6232,180,5,2,4,991000.0
6234,100,5,3,5,1200000.0
6235,174,4,4,2,1219000.0
6236,496,4,6,6,4100000.0
6237,112,3,2,1,719000.0
6238,320,3,5,4,1900000.0
6239,1045,2,1,1,10000000.0
6240,907,4,7,8,5800000.0
6241,392,4,6,4,4280000.0
6242,350,3,2,5,1272000.0
6243,338,5,6,4,3100000.0
6245,184,4,6,3,1280000.0
6246,595,4,7,4,3200000.0
6247,180,3,2,2,990000.0
6248,600,4,6,3,16500000.0
6249,150,3,1,2,350000.0
6250,240,3,4,6,795000.0
6251,127,3,3,3,650000.0
6253,180,3,2,2,797900.0
6254,236,4,2,3,1450000.0
6255,260,3,3,3,1800000.0
6256,450,4,5,4,3500000.0
6257,110,2,1,2,545000.0
6258,440,5,5,6,3000000.0
6259,330,3,6,6,1700000.0
6260,492,3,5,6,4200000.0
6261,106,2,2,1,480000.0
6262,414,4,8,6,1400000.0
6263,643,4,7,8,4800000.0
6264,220,3,3,4,1200000.0
6265,540,4,8,4,1600000.0
6266,423,4,4,5,3500000.0
6267,467,4,7,5,2990000.0
6268,100,1,1,1,250000.0
6269,450,4,3,4,2350000.0
6270,166,6,6,1,1060000.0
6271,63,2,1,1,298000.0
6272,567,5,6,4,3490000.0
6273,140,3,4,2,950000.0
6276,145,3,2,2,820000.0
6277,120,2,3,2,590000.0
6278,245,4,3,4,1090000.0
6279,460,4,5,4,2800000.0
6280,600,4,8,6,16000000.0
6281,420,3,4,6,1800000.0
6282,900,4,5,8,8400000.0
6283,404,3,3,4,1387000.0
6285,350,3,2,4,890000.0
6286,400,3,2,8,1500000.0
6287,450,4,5,2,3500000.0
6288,390,4,1,3,2650000.0
6289,120,3,3,8,1250000.0
6290,345,5,4,3,2550000.0
6291,80,2,1,5,300000.0
6292,135,2,2,2,863010.0
