,area_metro_quadrado_int,quartos_int,banheiros_int,vagas_int,preco_anuncio_float
0,1000,4,8,6,7000000.0
1,469,3,3,4,3700000.0
2,125,4,3,2,380000.0
3,310,3,2,4,685000.0
4,100,3,2,2,540000.0
5,440,4,4,6,1980000.0
6,145,4,4,2,850000.0
7,150,2,2,2,450000.0
8,46,2,1,1,199900.0
9,114,3,3,2,585000.0
10,261,4,4,3,700000.0
11,436,4,3,3,15000.0
12,193,3,3,2,2500000.0
13,251,3,5,4,1700000.0
14,300,4,5,4,1150000.0
15,500,3,5,6,1999000.0
16,135,3,3,2,550000.0
17,180,4,2,4,420000.0
18,300,3,5,4,2232000.0
19,772,7,7,6,2700000.0
20,605,3,3,4,4190000.0
21,110,3,2,5,860000.0
22,66,2,2,1,375000.0
23,250,4,4,4,650000.0
24,120,2,1,1,490000.0
25,170,2,2,1,1485000.0
26,250,3,1,5,650000.0
27,110,3,3,2,550000.0
28,120,3,2,2,1100000.0
29,502,4,6,4,2985000.0
30,268,3,6,4,1700000.0
31,355,4,7,4,3100000.0
32,1195,4,4,6,8700000.0
33,220,4,4,3,849000.0
34,320,5,4,6,890000.0
35,180,3,3,4,550000.0
36,325,4,6,3,1650000.0
37,110,2,1,1,445000.0
38,125,2,1,2,425000.0
39,120,2,3,2,500000.0
40,138,3,1,3,1060000.0
41,401,5,9,4,3890000.0
42,420,4,4,4,2200000.0
43,260,4,4,4,1250000.0
44,200,3,5,3,1250000.0
45,463,4,6,6,2200000.0
46,132,2,1,1,390000.0
47,154,2,4,4,650000.0
48,300,4,4,3,1600000.0
49,250,2,2,2,370000.0
50,120,2,2,1,130000.0
51,110,3,3,2,545000.0
52,180,3,3,3,1100000.0
53,151,3,3,8,520000.0
54,170,3,2,2,325000.0
55,211,4,7,8,890000.0
56,102,3,4,2,409000.0
57,177,3,5,2,1500000.0
58,190,2,2,2,1100000.0
59,650,4,6,4,5500000.0
60,126,3,2,2,312000.0
61,210,3,2,6,250000.0
62,200,4,3,2,775000.0
63,200,3,3,2,13000.0
64,440,4,6,7,2200000.0
65,225,2,2,2,780000.0
66,350,3,5,6,980000.0
67,220,3,3,2,750000.0
68,249,4,3,2,1290000.0
69,386,4,4,5,1680000.0
70,99,3,2,2,650000.0
71,663,4,7,6,14500000.0
72,420,4,6,3,8700000.0
73,211,3,3,3,1237000.0
74,180,3,4,4,950000.0
75,150,4,1,5,510000.0
76,200,3,5,3,1500000.0
77,452,4,6,2,4240000.0
78,129,3,2,2,490000.0
79,250,3,4,4,2190000.0
80,250,3,3,5,2180000.0
81,152,2,3,2,398000.0
82,192,4,2,2,950000.0
83,184,4,3,4,1390000.0
84,100,2,2,1,530000.0
85,253,4,4,2,1280000.0
86,850,4,8,6,6500000.0
87,47,2,1,1,188200.0
88,400,5,4,4,2900000.0
89,358,4,4,4,3500000.0
90,140,3,4,2,775000.0
91,500,5,7,7,3500000.0
92,119,2,2,2,670000.0
93,650,4,7,4,3500000.0
94,78,2,2,1,298000.0
95,250,3,3,3,1500000.0
96,84,3,3,2,470000.0
97,243,3,5,3,2400000.0
98,145,4,3,2,1350000.0
99,150,3,2,2,800000.0
100,240,3,3,7,890000.0
101,167,3,4,2,630000.0
102,256,4,3,1,1063830.0
103,220,4,3,2,750000.0
104,360,4,5,4,1800000.0
105,354,4,6,4,2950000.0
106,250,3,3,1,1350000.0
107,186,3,3,2,750000.0
108,44,2,1,2,180000.0
109,756,5,4,10,37000000.0
110,500,4,3,4,1200000.0
111,400,5,6,4,2500000.0
112,627,3,6,6,4950000.0
113,80,3,1,2,420000.0
114,190,3,2,4,920000.0
115,1060,5,5,4,30000000.0
116,170,3,2,2,940000.0
117,1192,4,3,6,6200000.0
118,200,4,3,1,550000.0
119,724,4,6,3,8000000.0
120,300,6,3,2,430000.0
121,120,4,3,2,650000.0
122,160,3,4,2,940000.0
123,200,4,6,3,2014000.0
124,217,5,3,2,670000.0
125,167,2,2,2,820000.0
126,440,4,5,4,3950000.0
127,250,3,5,2,2450000.0
128,250,5,6,2,486000.0
129,70,2,4,2,800000.0
130,455,4,5,3,680000.0
131,80,2,1,1,245000.0
132,125,3,3,1,610000.0
133,185,3,5,5,460000.0
134,250,5,3,5,850000.0
135,131,3,2,2,540000.0
136,114,3,4,2,550000.0
137,104,1,1,1,270000.0
138,360,4,5,4,1750000.0
139,98,3,3,1,1050000.0
140,351,4,4,4,3480000.0
141,700,4,5,4,7900000.0
142,300,3,5,4,2400000.0
143,125,3,4,3,800000.0
144,450,5,6,5,5500000.0
145,534,5,6,5,4500000.0
146,340,4,6,3,3000000.0
147,200,3,3,2,2700000.0
148,110,2,1,3,620000.0
149,170,4,3,2,1600000.0
150,340,4,6,7,2200000.0
151,235,3,4,3,1280000.0
152,114,3,1,3,510000.0
153,300,4,6,4,1600000.0
154,571,3,2,3,987000.0
155,57,3,1,5,350000.0
156,150,3,2,2,600000.0
157,693,4,5,6,16000000.0
159,257,3,4,4,1600000.0
160,140,3,4,4,900000.0
161,299,4,5,3,2140000.0
162,170,3,4,2,1490000.0
164,200,3,2,2,1000000.0
165,100,2,2,1,940000.0
166,243,5,4,2,1390000.0
167,228,4,5,3,2200000.0
168,420,5,7,6,1900000.0
169,168,3,1,2,621000.0
170,300,3,3,3,1300000.0
171,110,2,1,2,450000.0
172,350,3,4,2,1969000.0
173,1200,6,7,8,6360000.0
174,146,3,2,2,1550000.0
175,130,2,2,1,688000.0
176,170,4,5,6,1700000.0
177,232,8,3,1,500000.0
178,443,4,6,8,1800000.0
179,156,4,4,2,2340000.0
180,250,4,4,3,580000.0
181,200,3,3,2,570000.0
183,231,4,5,6,1650000.0
184,420,3,6,5,3500000.0
186,140,3,3,2,490000.0
187,350,5,7,7,2500000.0
188,120,3,3,3,500000.0
190,361,4,6,5,1490000.0
192,65,1,1,2,480000.0
193,180,4,2,1,300000.0
194,363,4,6,4,5100000.0
196,184,3,3,2,1272000.0
197,230,3,3,4,1500000.0
199,437,3,5,5,1850000.0
200,176,3,4,2,620000.0
201,88,3,3,1,455000.0
202,713,5,7,6,26600000.0
203,266,6,6,6,1750000.0
204,430,5,6,4,3150000.0
205,1060,4,5,9,11489000.0
206,180,3,3,3,850000.0
208,600,4,6,4,2200000.0
209,180,4,4,4,2400000.0
210,113,3,2,2,570000.0
211,497,3,4,8,1300000.0
212,224,3,4,2,1500000.0
213,127,3,1,2,540000.0
214,190,3,4,4,750000.0
215,60,2,5,1,251000.0
216,124,4,3,1,595000.0
217,118,4,5,3,960000.0
218,358,3,4,4,2160000.0
220,546,4,7,6,3290000.0
221,252,3,5,4,2900000.0
222,293,3,5,4,3650000.0
223,639,4,8,4,3600000.0
224,160,3,4,3,860000.0
225,155,3,1,1,1300000.0
226,80,2,1,2,374500.0
228,180,3,4,1,750000.0
229,230,3,2,3,660000.0
230,260,3,3,2,940000.0
231,500,8,5,1,990000.0
232,300,3,5,2,1350000.0
234,360,3,5,4,4950000.0
235,120,3,4,2,1550000.0
236,120,3,2,2,1550000.0
237,1643,4,5,10,4500000.0
238,381,4,4,6,1250000.0
239,750,5,5,8,6500000.0
240,554,4,7,4,2750000.0
242,250,3,6,2,1600000.0
243,229,3,2,2,949000.0
244,200,3,2,2,710000.0
245,198,3,4,3,972000.0
246,130,2,2,2,350000.0
247,147,3,3,3,820000.0
248,400,4,4,4,2100000.0
249,178,3,3,3,1250000.0
250,66,4,3,1,590000.0
251,260,3,5,2,2350000.0
252,584,4,6,4,2950000.0
254,125,2,1,1,370000.0
255,80,2,2,4,870000.0
256,100,3,1,2,340000.0
257,831,4,8,4,16000000.0
258,617,4,4,8,9500000.0
260,180,4,2,4,1290000.0
261,680,4,6,3,11700000.0
262,129,3,2,2,750000.0
263,120,3,3,2,550000.0
264,191,3,4,1,2590000.0
265,170,3,2,4,630000.0
267,280,4,3,8,3995000.0
268,220,3,4,4,1490000.0
269,1039,6,7,20,22000000.0
270,101,3,4,2,600000.0
272,160,3,2,2,580000.0
273,631,4,5,6,3500000.0
274,300,4,6,4,1600000.0
275,600,7,7,6,10600000.0
276,306,4,3,2,2000000.0
277,120,3,4,3,2850000.0
278,140,4,3,4,800000.0
279,354,5,5,6,1350000.0
280,120,3,3,4,380000.0
281,164,2,1,1,440000.0
282,120,4,3,2,780000.0
283,140,3,2,3,780000.0
285,135,3,4,2,799000.0
287,171,3,1,4,420000.0
288,240,2,4,6,1800000.0
289,36,2,1,1,190000.0
290,180,3,3,2,559000.0
291,160,3,4,3,799000.0
293,200,3,1,10,2240000.0
294,160,6,3,4,550000.0
295,120,3,2,1,530000.0
296,255,3,5,3,2200000.0
297,100,4,3,4,600000.0
299,770,4,1,6,7000000.0
300,450,5,5,4,2100000.0
301,480,3,2,4,1060000.0
302,400,2,5,3,2150000.0
303,296,3,5,6,1800000.0
304,200,3,4,2,1070000.0
305,400,4,3,4,1800000.0
306,288,4,5,3,2890000.0
307,150,3,2,2,435000.0
308,180,3,4,3,450000.0
309,300,4,4,2,1290000.0
310,750,4,7,4,6900000.0
311,120,2,2,2,1620000.0
312,190,3,3,2,2290000.0
313,750,4,7,4,6900000.0
314,120,2,2,2,1620000.0
315,190,3,3,2,2290000.0
316,250,3,5,4,1200000.0
317,230,5,5,2,990000.0
318,391,4,5,4,2850000.0
319,440,3,5,5,1780000.0
320,170,3,5,3,2400000.0
321,380,7,5,6,3200000.0
322,130,3,2,2,660000.0
323,763,5,6,4,3490000.0
324,232,3,2,3,1000000.0
325,136,3,4,3,1800000.0
326,125,3,2,2,1150000.0
327,488,4,6,3,2950000.0
328,1530,4,6,6,9890000.0
329,700,3,8,6,4000000.0
330,135,1,2,4,1550000.0
331,1643,4,5,10,3800000.0
332,147,2,3,3,690000.0
333,192,3,3,2,1600000.0
334,201,3,3,4,960000.0
335,158,4,4,2,820000.0
336,280,3,3,4,2500000.0
337,1300,5,8,9,10000000.0
338,125,2,1,1,315000.0
339,240,3,2,3,1300000.0
340,200,5,5,3,3880000.0
341,300,4,5,7,950000.0
342,150,3,2,1,795000.0
343,350,6,4,10,1700000.0
345,210,4,3,3,2300000.0
346,514,4,6,6,2800000.0
347,237,3,4,3,3200000.0
348,350,4,6,4,2200000.0
349,320,3,5,2,1740000.0
350,250,4,2,4,800000.0
351,130,3,3,2,390000.0
352,686,5,6,5,3350000.0
353,300,4,6,4,1500000.0
354,261,3,5,2,1800000.0
355,390,4,3,4,3500000.0
356,430,5,6,4,3150000.0
357,726,4,6,8,3600000.0
358,219,3,3,2,475000.0
360,380,3,4,2,5600000.0
361,200,2,2,3,540000.0
362,1700,4,7,13,3300000.0
363,250,4,4,3,1450000.0
364,200,2,3,4,1090000.0
365,350,4,6,4,3000000.0
366,288,3,3,3,1980000.0
367,110,3,1,2,1300000.0
369,249,4,5,4,2200000.0
370,244,3,5,2,890000.0
371,270,3,3,3,1300000.0
372,195,3,1,5,650000.0
373,88,2,3,2,360000.0
374,273,3,4,3,1600000.0
375,100,2,2,1,300000.0
376,296,4,4,4,1550000.0
377,120,2,2,2,1000000.0
378,54,1,1,2,305000.0
379,218,3,3,3,1745000.0
380,300,3,3,2,1420000.0
382,266,4,3,3,2500000.0
383,160,3,3,3,550000.0
384,410,4,6,3,5200000.0
385,370,4,5,4,4100000.0
386,566,4,7,8,3500000.0
387,98,2,1,2,369999.0
388,312,4,3,3,1700000.0
389,300,3,5,2,3900000.0
390,280,3,5,7,1389000.0
391,120,3,2,3,565000.0
392,160,3,3,2,689900.0
393,180,2,1,2,2100000.0
394,420,4,6,3,8700000.0
396,320,3,4,7,1980000.0
397,300,4,4,4,1650000.0
398,187,3,1,5,690000.0
399,135,3,1,2,589000.0
401,248,3,3,2,890000.0
402,345,4,3,6,2800000.0
403,125,2,2,1,600000.0
404,150,3,2,2,430000.0
405,148,3,2,1,830000.0
406,108,3,3,3,598000.0
407,140,3,2,2,625400.0
408,300,2,4,2,3350000.0
409,1510,5,5,20,65000000.0
410,88,2,2,3,470000.0
411,340,4,7,3,4250000.0
412,136,3,2,3,550000.0
413,400,4,6,4,1200000.0
416,135,3,3,1,1100000.0
417,445,2,3,4,1900000.0
418,160,3,1,2,1400000.0
419,434,4,4,5,3900000.0
420,270,4,3,2,2995000.0
423,135,3,3,1,1100000.0
424,445,2,3,4,1900000.0
425,160,3,1,2,1400000.0
426,434,4,4,5,3900000.0
427,270,4,3,2,2995000.0
428,426,4,7,5,2700000.0
429,410,3,5,3,4200000.0
430,337,4,5,4,2900000.0
431,160,3,4,2,770000.0
432,200,2,1,2,2900000.0
433,150,3,2,1,420000.0
434,150,3,2,4,1500000.0
435,130,2,5,1,1700000.0
436,180,3,1,4,2980000.0
437,300,4,1,2,3900000.0
438,550,2,4,2,15500000.0
439,360,4,6,5,1900000.0
440,328,2,3,2,3500000.0
441,363,4,6,4,5600000.0
442,600,6,7,6,3800000.0
443,120,3,2,2,585000.0
445,300,3,2,1,550000.0
446,274,4,3,2,600000.0
448,150,3,5,8,2000000.0
450,720,4,5,4,4700000.0
452,115,2,2,1,400000.0
453,554,4,7,3,2350000.0
454,400,6,4,6,1950000.0
455,216,3,5,3,2500000.0
456,400,3,3,8,5995500.0
457,200,3,3,2,3280000.0
459,400,4,3,4,2111000.0
460,360,4,6,3,4490000.0
461,840,4,6,8,5797000.0
462,290,3,4,4,1950000.0
463,203,3,4,4,2800000.0
464,764,4,4,6,3500000.0
465,300,2,1,2,1595000.0
466,675,8,6,9,9900000.0
467,50,2,1,1,200000.0
468,200,3,1,3,1280000.0
470,250,4,4,4,1150000.0
471,180,3,3,2,900000.0
472,70,2,2,2,460000.0
473,150,2,3,3,1280000.0
474,506,4,5,6,3500000.0
475,130,3,1,2,1100000.0
476,98,2,2,1,791000.0
478,80,2,2,2,490000.0
479,270,3,2,1,950000.0
480,232,3,2,3,450000.0
482,312,3,3,5,1900000.0
483,178,3,4,3,550000.0
484,200,3,1,4,1600000.0
485,450,3,4,5,3100000.0
486,420,4,5,6,1864500.0
487,480,6,7,5,7200000.0
488,365,3,5,4,3300000.0
489,460,3,4,3,5500000.0
490,665,4,4,6,5500000.0
491,110,2,2,2,480000.0
492,600,6,6,4,2300000.0
493,600,6,6,4,2300000.0
494,300,3,2,3,1276600.0
495,100,3,1,1,852000.0
496,436,4,5,4,1600000.0
497,650,4,7,5,4500000.0
498,140,4,2,8,2020000.0
500,251,3,5,5,1450000.0
501,520,3,1,3,2226000.0
502,300,8,4,1,2000000.0
503,780,4,8,4,11990000.0
504,235,3,4,6,2240000.0
505,180,3,4,2,2000000.0
506,323,3,5,6,1270000.0
507,361,4,4,4,2500000.0
508,208,3,1,5,1400000.0
509,320,3,1,3,2128000.0
510,146,3,3,1,1500000.0
511,300,4,4,4,3290000.0
512,180,3,4,2,1180000.0
513,449,4,5,5,3500000.0
514,195,4,3,2,1800000.0
515,250,3,3,4,2190000.0
516,300,4,3,3,3000000.0
517,220,2,1,2,1914893.0
518,82,3,2,1,1200000.0
519,240,3,1,5,1800000.0
520,257,4,1,4,1100000.0
521,200,4,1,4,1332000.0
522,280,3,2,2,1950000.0
523,439,4,1,3,4200000.0
524,527,4,6,4,9396000.0
525,260,3,1,4,3900000.0
526,378,3,3,2,2000000.0
527,150,3,2,3,1219000.0
528,212,2,1,2,1200000.0
529,449,4,5,5,3500000.0
531,195,4,3,2,1800000.0
532,200,4,1,3,1700000.0
533,250,3,3,4,2190000.0
534,300,4,3,3,3000000.0
535,220,2,1,2,1914893.0
536,82,3,2,1,1200000.0
537,240,3,1,5,1800000.0
538,257,4,1,4,1100000.0
539,200,4,1,4,1332000.0
540,280,3,2,2,1950000.0
541,439,4,1,3,4200000.0
542,527,4,6,4,9396000.0
543,260,3,1,4,3900000.0
544,378,3,3,2,2000000.0
545,150,3,2,3,1219000.0
546,212,2,1,2,1200000.0
547,300,4,1,4,2000000.0
548,280,3,3,2,2100000.0
549,150,3,1,6,4200000.0
550,380,4,3,5,1350000.0
551,350,4,3,4,2250000.0
552,365,7,1,3,1915000.0
553,248,4,1,5,3500000.0
554,150,3,2,1,840000.0
555,390,4,1,5,5050000.0
556,153,4,2,2,690000.0
557,113,3,4,2,660000.0
558,250,3,3,2,700000.0
559,190,4,3,2,800000.0
560,122,4,1,1,1000000.0
561,170,3,2,2,745000.0
562,125,3,2,2,550000.0
563,167,2,2,3,1000000.0
565,261,3,4,2,1691000.0
566,150,4,1,2,1500000.0
567,500,4,4,10,2300000.0
568,386,3,2,6,295000.0
569,306,4,1,4,1400000.0
570,580,3,3,6,2300000.0
571,207,3,3,3,1590000.0
572,396,4,5,4,3800000.0
573,294,4,6,5,5950000.0
574,150,3,3,3,900000.0
575,967,4,5,8,25000000.0
576,200,3,3,2,1310000.0
577,154,3,2,2,850000.0
578,85,3,3,1,371000.0
579,620,4,3,6,8980000.0
580,327,4,4,3,2900000.0
581,450,3,3,4,4600000.0
582,1060,5,3,4,30000000.0
583,430,3,6,4,4800000.0
584,509,5,8,6,5320000.0
585,236,3,3,1,1200000.0
586,459,4,5,5,1900000.0
587,130,1,2,1,1880000.0
588,181,4,4,4,1990000.0
589,121,2,1,1,695000.0
590,230,3,2,2,1500000.0
591,383,4,3,3,3180000.0
592,160,4,4,2,1915000.0
593,210,4,7,4,1890000.0
594,127,2,1,2,692000.0
595,111,3,1,2,1100000.0
596,127,3,2,2,960000.0
597,138,3,2,4,430000.0
598,290,4,5,3,2500000.0
599,145,3,3,2,768000.0
600,166,3,2,6,580000.0
601,825,5,4,6,7000000.0
602,365,5,3,4,3300000.0
603,510,4,5,5,4700000.0
604,218,3,6,2,980000.0
605,470,4,6,4,3450000.0
606,350,3,4,6,3100000.0
607,750,4,5,6,3500000.0
608,315,4,4,3,2850000.0
609,460,6,5,8,5500000.0
610,225,3,5,3,1650000.0
611,133,2,3,2,790000.0
612,550,2,4,2,15500000.0
613,600,5,7,6,4800000.0
614,298,4,6,4,3200000.0
615,700,4,7,10,3000000.0
616,400,4,3,3,5000000.0
618,250,3,3,3,3400000.0
619,600,3,7,4,4500000.0
620,480,4,5,6,2800000.0
621,177,3,3,2,1500000.0
622,726,4,8,5,3000000.0
623,760,5,10,6,12000000.0
624,195,3,3,3,1300000.0
626,285,3,3,2,2700000.0
627,285,3,5,3,1250000.0
628,450,3,2,4,1600000.0
629,115,3,3,4,370000.0
631,438,4,5,4,3200000.0
632,800,4,5,8,6500000.0
633,441,4,7,5,3400000.0
635,274,4,1,2,1350000.0
636,1915,4,8,25,25000000.0
637,177,3,3,2,1500000.0
638,726,4,8,5,3000000.0
639,760,5,10,6,12000000.0
640,195,3,3,3,1300000.0
642,285,3,3,2,2700000.0
643,285,3,5,3,1250000.0
644,450,3,2,4,1600000.0
645,115,3,3,4,370000.0
647,438,4,5,4,3200000.0
648,800,4,5,8,6500000.0
649,441,4,7,5,3400000.0
651,274,4,1,2,1350000.0
652,1915,4,8,25,25000000.0
653,626,4,6,4,4200000.0
654,180,3,3,2,2200000.0
655,650,4,6,4,7000000.0
656,700,5,7,4,6900000.0
657,100,3,4,1,1120000.0
658,450,5,6,4,6300000.0
659,372,4,3,4,2400000.0
660,500,3,3,10,6000000.0
661,432,5,4,4,2500000.0
662,343,5,6,4,1190000.0
663,441,3,5,5,3610000.0
664,440,3,6,4,4250000.0
665,120,3,3,1,1180000.0
666,893,4,5,6,4600000.0
667,100,3,1,4,850000.0
668,300,3,3,6,2700000.0
669,110,3,3,2,550000.0
671,950,4,4,6,26000000.0
672,355,4,5,5,2990000.0
674,950,4,4,6,26000000.0
675,355,4,5,5,2990000.0
676,529,4,5,6,2000000.0
677,700,3,4,6,3600000.0
678,600,4,4,4,9000000.0
679,129,3,2,3,960000.0
680,383,3,1,5,4600000.0
681,250,2,2,3,650000.0
682,175,3,4,4,1650000.0
683,323,3,2,6,2500000.0
684,340,3,5,3,2700000.0
685,684,5,9,8,4200000.0
686,136,3,2,2,1500000.0
687,280,3,3,2,2300000.0
688,686,4,4,6,5800000.0
689,460,4,5,4,4800000.0
690,550,3,6,6,3750000.0
691,253,4,5,4,4100000.0
692,248,3,4,3,2400000.0
693,431,3,4,4,3300000.0
694,410,3,4,3,4300000.0
695,110,2,3,2,600000.0
696,131,3,2,2,985000.0
697,600,4,5,4,5500000.0
698,300,3,4,3,5250000.0
699,117,4,1,2,790000.0
701,729,5,5,8,5500000.0
702,540,4,6,4,5000000.0
703,350,5,6,5,2050000.0
704,560,6,4,6,2600000.0
705,500,4,4,6,3180000.0
706,400,5,4,4,4000000.0
707,550,4,5,4,5400000.0
708,960,4,8,20,4800000.0
709,670,4,6,8,8000000.0
710,660,4,7,6,2500000.0
711,230,4,2,7,380000.0
712,430,4,6,4,5000000.0
713,770,5,5,4,5000000.0
714,639,4,6,4,3500000.0
715,300,3,5,4,7700000.0
716,400,4,4,4,2950000.0
717,595,4,5,8,9000000.0
718,178,2,3,2,1890000.0
719,247,3,6,2,1500000.0
720,483,4,4,4,5400000.0
721,580,4,5,5,4750000.0
722,275,3,4,7,3600000.0
723,450,4,7,2,4200000.0
724,790,5,5,7,4300000.0
725,180,3,3,4,1180000.0
726,290,4,3,2,1300000.0
727,210,3,4,4,954000.0
728,260,3,5,2,1930000.0
729,430,4,5,3,3500000.0
731,350,4,5,5,2580000.0
732,500,4,4,6,4150000.0
734,653,4,3,8,3390000.0
735,542,3,5,6,3200000.0
736,130,3,2,2,430000.0
738,426,3,5,7,6200000.0
739,1057,5,7,7,26500000.0
740,593,5,4,5,6400000.0
741,114,2,1,1,380000.0
742,300,3,4,4,3500000.0
743,339,5,4,4,3100000.0
744,500,3,5,6,3700000.0
745,242,3,3,3,2250000.0
746,349,3,4,6,3100000.0
747,675,4,5,6,27000000.0
748,934,4,7,4,9000000.0
749,300,4,4,4,1500000.0
750,550,4,5,4,3600000.0
751,647,5,2,5,3400000.0
752,260,4,6,2,1279000.0
753,772,4,6,8,4100000.0
754,454,3,5,5,2800000.0
755,115,2,3,2,536000.0
756,697,4,5,6,4800000.0
757,170,3,5,5,1880000.0
760,669,5,6,5,6300000.0
762,380,3,3,5,6500000.0
763,200,3,5,3,1485000.0
764,397,4,3,4,3300000.0
765,140,3,2,2,850000.0
766,480,3,4,5,2950000.0
767,610,3,3,5,3800000.0
768,454,4,5,6,8000000.0
769,780,5,6,4,5000000.0
770,418,4,5,3,4100000.0
771,1200,6,6,7,9000000.0
772,180,3,6,3,800000.0
773,900,4,3,4,9000000.0
774,565,4,6,5,4300000.0
775,1100,4,5,14,14000000.0
776,280,2,4,3,1710000.0
778,236,3,4,3,2900000.0
780,550,4,5,8,3350000.0
783,669,5,6,5,6300000.0
785,380,3,3,5,6500000.0
786,200,3,5,3,1485000.0
787,397,4,3,4,3300000.0
788,140,3,2,2,850000.0
789,480,3,4,5,2950000.0
790,610,3,3,5,3800000.0
791,454,4,5,6,8000000.0
792,780,5,6,4,5000000.0
793,418,4,5,3,4100000.0
794,1200,6,6,7,9000000.0
795,180,3,6,3,800000.0
796,900,4,3,4,9000000.0
797,565,4,6,5,4300000.0
798,110,1,1,3,3950000.0
799,1100,4,5,14,14000000.0
800,280,2,4,3,1710000.0
802,236,3,4,3,2900000.0
804,550,4,5,8,3350000.0
805,377,5,5,6,1850000.0
806,500,4,3,3,1900000.0
808,300,3,5,2,3600000.0
810,370,4,5,4,4100000.0
811,482,4,6,6,2400000.0
812,545,4,4,5,4100000.0
813,665,3,8,6,5900000.0
814,550,4,5,4,15000000.0
815,390,4,4,3,3200000.0
816,587,4,7,6,3200000.0
817,780,5,4,6,4800000.0
818,401,4,1,4,4250000.0
819,600,4,4,3,11000000.0
820,227,6,6,6,5900000.0
821,680,4,2,4,4650000.0
822,500,4,6,4,2500000.0
823,360,4,4,4,1800000.0
824,210,2,1,1,3700000.0
825,667,5,4,3,10600000.0
826,944,6,7,8,7500000.0
827,359,3,5,3,2700000.0
828,600,4,3,2,3500000.0
829,200,3,3,2,3000000.0
831,800,4,7,3,4500000.0
832,215,3,3,3,2240000.0
833,1000,3,4,4,5500000.0
834,635,5,8,8,3800000.0
835,510,5,3,7,3200000.0
836,534,4,5,4,5500000.0
838,180,2,3,8,450000.0
839,430,4,7,4,7500000.0
840,415,4,2,6,2500000.0
841,600,4,7,6,3300000.0
842,500,5,6,6,3500000.0
843,400,4,5,3,2800000.0
844,250,3,3,2,636000.0
846,253,3,3,4,1950000.0
848,250,3,2,6,7000000.0
849,600,4,4,2,4500000.0
851,600,5,5,6,5900000.0
852,751,4,4,6,3500000.0
854,404,4,5,3,3030000.0
855,431,6,5,3,3300000.0
856,415,5,6,4,3800000.0
857,900,4,8,12,30000000.0
858,358,3,5,3,4000000.0
859,334,3,4,3,6400000.0
860,509,5,6,5,6500000.0
861,290,3,5,4,2050000.0
862,240,3,2,2,3200000.0
863,1005,4,5,10,6500000.0
864,600,5,6,4,3800000.0
865,920,5,5,10,5200000.0
866,360,3,4,2,6000000.0
867,450,4,5,2,3450000.0
868,350,3,2,4,3000000.0
869,419,3,6,2,3800000.0
870,337,3,4,4,4500000.0
871,243,3,3,4,1900000.0
872,450,4,5,6,1800000.0
873,160,3,4,4,2350000.0
874,650,3,3,5,3950000.0
877,651,5,6,8,20000000.0
878,380,3,6,5,5500000.0
880,500,4,6,3,3180000.0
882,750,6,7,4,10500000.0
883,405,4,3,4,4000000.0
885,550,4,7,4,4500000.0
886,350,4,4,4,3750000.0
887,470,4,6,4,3800000.0
888,471,3,6,6,2800000.0
889,509,5,6,5,6500000.0
890,290,3,5,4,2050000.0
891,240,3,2,2,3200000.0
892,1005,4,5,10,6500000.0
893,600,5,6,4,3800000.0
894,920,5,5,10,5200000.0
895,360,3,4,2,6000000.0
896,418,4,5,4,2850000.0
897,450,4,5,2,3450000.0
898,350,3,2,4,3000000.0
899,419,3,6,2,3800000.0
900,337,3,4,4,4500000.0
901,243,3,3,4,1900000.0
902,450,4,5,6,1800000.0
903,160,3,4,4,2350000.0
904,650,3,3,5,3950000.0
907,651,5,6,8,20000000.0
908,380,3,6,5,5500000.0
910,500,4,6,3,3180000.0
911,563,4,5,6,2900000.0
913,750,6,7,4,10500000.0
914,405,4,3,4,4000000.0
916,550,4,7,4,4500000.0
917,350,4,4,4,3750000.0
918,470,4,6,4,3800000.0
919,471,3,6,6,2800000.0
920,735,5,5,7,14000000.0
921,140,2,3,6,700000.0
922,420,4,3,3,4000000.0
923,711,4,5,3,3500000.0
924,497,3,5,4,3000000.0
925,490,2,4,4,5880000.0
926,554,4,6,4,10400000.0
927,140,3,3,3,950000.0
928,120,2,1,2,380000.0
930,534,6,7,7,4300000.0
931,432,4,4,4,2900000.0
932,497,3,7,4,2490000.0
933,280,2,3,2,2400000.0
935,317,3,3,5,4900000.0
936,420,5,5,4,4650000.0
937,379,4,6,4,3900000.0
938,507,5,9,4,3600000.0
939,490,4,4,5,3150000.0
940,880,6,7,10,15000000.0
941,650,3,6,4,4000000.0
942,740,4,6,6,5500000.0
943,590,4,4,4,7000000.0
944,360,3,4,2,2800000.0
945,650,4,6,6,3500000.0
946,536,3,4,4,5100000.0
947,850,6,11,4,10000000.0
948,351,4,6,3,4250000.0
949,271,4,4,3,1300000.0
950,570,4,6,4,3200000.0
951,420,4,4,2,3800000.0
952,170,4,2,6,730000.0
953,281,4,3,4,2500000.0
954,196,4,5,3,3200000.0
956,700,4,5,12,7000000.0
957,340,3,4,5,2660000.0
958,1000,4,6,6,5500000.0
959,709,4,6,6,12500000.0
960,439,4,5,4,4200000.0
961,390,3,3,3,2890000.0
962,984,5,6,6,8000000.0
963,560,6,6,8,3000000.0
964,443,4,4,7,2300000.0
965,360,4,2,2,7500000.0
966,293,4,4,4,1395000.0
967,63,2,3,2,330000.0
968,600,4,3,4,2400000.0
970,480,4,5,5,4900000.0
971,146,3,2,2,1150000.0
